content,score,date,word_count
"i had a transaction of 2k in my account like a few hours ago , i wanted to log in back to my account but it wont let me in. it keeps saying "" no internet connection"" fyi My internet connection is FINE AND FAST FASTER THAN A SNAIL. and it looks like im not the only one facing this problem but hundreds of people too , i tried contacting customer service but still the same NO INTERNET CONNECTION for paypal but for other webs my internet is fast, if this problem isnt solved i will sue paypal onb.",1,2024-07-03 15:44:15,99
Having a very difficult time changing my current phone number to PayPal. PayPal doesn't seem to accept the changes I've made. Why doesn't PayPal just shut the app down if it doesn't want to accept anyones legal information? It doesn't even matter about them sending a security code to log in. PayPal just doesn't want anyone using their app.,1,2024-07-03 10:29:46,59
Absolutely horrid app! Not user friendly in any way! Instructions for things tell you to click and select options that simply don't exist. I love PayPal but I HATE their app and their website. It's like they have no clue it idea what their own app and site look like!,1,2024-07-03 05:07:48,50
"Have an usual transaction issue with my account, tried to reach the support but ended up super pissed off by the staff. A very rude, unable to speak English, unhelpful and absolutely lying person who had no dare to treat a customer nicely, just hung up on me when asked to speak better English or solve my problem. Absolutely disgraceful and irresponsible ! Resolution center and support team are either impossible to reach or a waste of time and energy. Such a shame!",1,2024-07-03 04:39:27,83
"App works fine, but over all, PayPal doesn't do what they claim to do and the process of anything doesn't get resolved or protect its customers as claimed. Will be cancelling my account with them and never working with PayPal again.",1,2024-07-03 04:29:15,41
Terrible terrible terrible app! They removed my bank for no reason and now they won't let me add it again. They removed it after I used the app to send money to my friend and now that amount was deducted from my PayPal wallet instead of my bank account so I have a negative balance now but they won't let me readd my bank to pay it off. Now they're threatening to transfer the case to a debt collecting agency which will charge me more fees just because of PayPals incompetence.,1,2024-07-03 03:01:12,91
Verified account. Multiple items sold and recieved. STILL once I hit a monetary threshold every transaction there after is being held hostage for almost a MONTH! How am I supposed to operate when the money I need to use to ship items is frozen? Once my last few transactions are complete I will no longer use paypal. Absolute joke.,1,2024-07-02 23:02:24,59
"If, like me, your account gets hacked and ends up getting a permanent limit, as well as a username and password change, amongst other things, you lose total access to ""people services"" and they also won't just delete the account when you ask. Essentially PayPals' own policy makes recovering any lost account nigh impossible.",1,2024-07-02 22:25:02,54
I cannot with this app anymore. I haven't been able to access my funds since lock down! Always new issues. Then you get locked out. The call center is very helpful and that's probably the only good thing about this app. Happy to take your money but IMPOSSIBLE TO WITHDRAW!!!!,1,2024-07-02 21:55:22,50
"I fell victim to fraud and after reporting it, PayPal sided with the people who committed the fraud. I lost a ton of money and this group refuses to do anything about it. DO NOT USE PAYPAL!! It's rife with fraud.",1,2024-07-02 20:26:39,41
PayPal l download it yesterday but when l try to put my email and my password it show something went wrong how and everything is correct even the code it take long tells me try later...and l try this morning still show me the some thing as yesterday,1,2024-07-02 19:15:39,48
"went to take a picture of my drivers licence then got this message..At PayPal, we value a safer community for our customers to do business. We noticed activity in your account that's inconsistent with our User Agreement, and therefore we can no longer offer you PayPal services. Any bank account or credit card details attached to your PayPal account can't be removed nor can they be used to create a new account. You can still log in and see your account information but you can't send or receive m",1,2024-07-02 12:47:03,89
"iv3 been hung up on many many times by the east Indian operators, who called me stupid and dumb for asking questions. I was asking about my PayPal link which to this day I still do not have. they are very hard to understand with thick accents. do you not have American operators? they do their jobs without hanging up. they are .ore professional not calling people names for asking questions. why did this operator ask for bank account numbers and drivers license is this normal ? I wouldn't give it.",1,2024-07-02 07:31:37,91
"I opened up the app so that I could deposit money onto my debit card while paying cash at a convenience store. The bar ode that was displayed on my phone, inside the PayPal app was scanned by the clerk at the gas station, and I handed over my 105 in Cash. I was given my receipt and went about my day. Few hours later the money still hasn't shown up in my account. Tried to reach out to customer service and they will not help me ! Told me there's no record of a transaction. Pay pal scammed me !!",1,2024-07-02 03:17:05,101
It will not open to ebay merchants on the final stage of transaction..the screen went blank...cannot proceed with the purchase. PayPal reconned it eBay issues.. how can it be !!! Not getting anywhere with it. Frustrating. Just feels like closing the account.,2,2024-07-02 02:57:31,42
"I had the worst experience ever with paypal. I have my money there for more than two years now. My account was banned cos I opened in a wrong location. I waited for months and even after I got a mail that I can withdraw my money, I still couldn't add a bank or my card for withdrawal. I called severally buh it seems the call reps keep lying to me as they will ask me to wait for 3-5 days then I can withdraw. Buh yet up till now I still couldn't add a bank and withdraw. I feel robbed of my money.",1,2024-07-01 18:13:07,104
"this is should be -100 star, I have a transaction in recent activity even though I didn't send money to others or go shopping, 19 bucks is no joke🙄 and how can I send money using paypal if I'm at work all day🙄 FIX THIS ISSUE!!!!",1,2024-07-01 12:51:38,46
I wanna rate with more stars but PayPal doesn't support my country.I just want to use PayPal services but it doesn't even allow me to create a PayPal account.My country is not even in search bar.How could you do this to us PayPal?,1,2024-07-01 11:44:41,43
Worst app to make payment and if you don't refund my money and please do it quickly what's this if you want to create an help you create it the way it will benefit everyone not just holding people money and thinking you can go free with it that's not how to do please refund my money to my card and I gladly not use your app anymore my first experience with you was bad you would have put something like declined on your app nit letting people send money and you won't be able to withdraw it,1,2024-07-01 11:01:41,98
The photos to open ap are far too small and some are possibly in deep shadow Kindly consider that I do year glasses but even then I cannot say that photos that are totally too indistinct and too many shadows Give alternate recognizable photos,2,2024-07-01 09:34:33,44
"horrible app, won't allow me to save a password. horrible unsafe service, always getting hacked, I add and remove my card # every time I make a transaction since letting PayPal keep the info is so unsafe. no more ebay integration. horrible company top to bottom.",1,2024-07-01 08:41:47,46
"Me robaron $2 en el instante de linkear mi tarjeta de débito sin ningún motivo eso es estafa y no me parece nada justo, la quite y cerre la cuenta y voy a desinstalar la app. Un amigo me dijo que a el no le habían quitado nada cuando la abrió por eso confié pero eso es lo que no queria que sucediera y sucedio asco de aplicación !!!",1,2024-07-01 03:00:31,69
I've had money in this app for 3 years but can't send it into my capitec debit card. Please do something about this. I just cannot leave my money. I want my money. Any capitec users stay away from this app because you will lose your money forever.😡,1,2024-06-30 23:54:22,48
"I have been using PayPal for years with no issues. But lately, I can't even login, I don't receive verification codes on my mobile number. Trying to contact support is also useless, because the only way to get real help is by being logged in, which is impossible on my side. I don't even know how to go about it anymore.",1,2024-06-30 17:41:48,61
Aaj tak ka sabse bekar payment app hoga ye account create krne k liye bhi kitne saare issue h kitne baat to aisa hota h ki hmara account ko lene se mna kr deta h mera 1 account to esne mna kr diya or doosra ho gya vo bhi itni sari problem k sath isse bekar app mene aaj tak nhi dekha,1,2024-06-30 13:08:13,62
"Useless. Downloaded the app for the ad Cash at store feature. When I click it, it takes me to a link to sign up for PayPal. In the app. After I signed in to PayPal. Then gives me options to download the app in the app, the app I'm using",1,2024-06-30 11:03:46,50
absolutely terrible customer service!! I can't get into my account and have spoken to 3 different customer service reps and nothing has changed.. all I want is my money off of my account and I will be closing my account I don't believe the 4.3 stars review when I just read 15 bad reviews to 1 good review.. just let me get in to my dashboard so I can get my money,1,2024-06-30 10:28:56,72
I can't believe it but they froze my account for a year (they told me only 180 days) after I received $250 for my roommate's payment and confiscated the money? I've read on forums to enter into arbitration is the best option. What a joke.,1,2024-06-30 10:19:04,45
"It's unusable. Been trying to do PayPal, crypto but kept running into a ""One more thing to do before started"". Kept looping again and again. Then it won't accept my payment. Wil not use again until you make it user friendly.",1,2024-06-30 08:46:27,41
PayPal sucks months ago they told me how to add money after I added it they closed the account then told me I could get my balance off with a green dot visa then said after I tried they could not transfer to that bank told me could use venmo got that was told after trying they could not use it because they were unfamiliar with that bank well PayPal owns venmo they finally approved netspend debit card after adding it they needed more security used ID still can't get my money they can't prove,1,2024-06-30 08:37:40,95
"Everytime I opened this app. I would have to put my password in even though I marked it to recognize me on this device, then I had to verify with a code either by text, email and so on, then it would tell me it was having trouble verifying so I had to repeat the process multiple times, still nothing that's not including the issues trying to get a debit card ordered it kept saying something went wrong try again, then try again later would not recommend this app !!!!",1,2024-06-30 06:52:28,90
Be aware anytime that something goes wrong while using goods and services the seller will always be responsible .... And then don't be fooled they will show you a $0 balance until somebody else sends you money then it will show up as negative but only after somebody has sent you money so they can take it nonetheless don't use PayPal to sell anything,2,2024-06-30 04:25:46,64
I have a PayPal account I have had a PayPal account for many many years and I'm not allowed to get a PayPal card now I've done everything including make a new account with a new email and you guys are still denying me a debit card what's the point in PayPal again how am I supposed to add money and use it I can't get a card!!!!,1,2024-06-30 02:18:43,68
"I cannot express enough how absolutely garbage Paypal is. I'm not someone who typically gives a bad review, but Paypal has screwed me so many times, I can't even count. Literally today, I went to make a purchase and I used Paypal as a check out option. Order went through, all was well, but then the store canceled the order (an error with the order on their end), so I just needed to reorder it. NOPE, Paypal takes 5 days to refund you! In 2024, Paypal takes 5 DAYS to refund you!",1,2024-06-30 00:00:22,92
"App in general is great. But there is one bug that is driving me crazy. If you want to transfer money to your bank account it is nearly impossible to choose the correct amount. At the top u change the amount to 100€ but the transfer button at bottom shows 10€. You type in 180 and it goes to 18.80€ it makes no sense. I even tried 1€ and it suddenly shows 100€. This bug persists for pretty long now... Like 5 months, please fix it. I am using a pixel 8 pro.",2,2024-06-29 23:33:58,93
"This is was the worst experience I ever had with an app before I could even finish creating my account after providing them with all my personal information they banned me, I can't help but think that this has something to do with me been a Nigerian",1,2024-06-29 22:19:19,47
Customer service supposed to be open from 6:00 a.m. through 6:00 p.m. 7 days a week it is currently 847 a.m. and I cannot contact nobody it keeps saying that you're closed and for me to call back during business hours 6:00 a.m. through 6:00 p.m. 7 days a week I'm highly upset I cannot access my account I need to speak with someone,1,2024-06-29 22:11:29,64
"PayPal are crimnal, they have stolen over $53 from my account. Simply because I wanted to transfer to my bank. They first said my bank details was not correct removed $53 from my account. I asked them to provide the details I filled, they refused. I have evidence with case ID number.",1,2024-06-29 17:56:20,52
"This app is absolutely busted. I can't log in whatsoever. I keep getting stuck in this verification loop. I log in with my email, type in my password correctly, do the little verification picture thing, and get sent back to the email page. I try with my phone number and I get the exact same result. I try the forgotten password AND email but I get error messages with no reference code so I don't know *what* I'm supposed to do. :/ The website is barely more functional.",1,2024-06-29 14:06:01,88
This is worse ever app.i use to I have on hold .money in my acount then after now Im not longer using anymore my acount wat is this PayPal u eating my money 😠😠😠😠😠😠😠😠😠😠😠😠😠😠 Plsss don't use this PayPal for ur safety acount or if ur link ur any card of u careful,1,2024-06-29 13:27:19,53
"Provided information that proved I was 18, it immediately locked my account down under the premise that I was under 18. ????? When I tried to go back over my information and make sure everything was right, it locked me out. It would seem that the page of information that could cause your account to be banned is itself banned if you mess up your information. In addition to this, everything is automated, so I can't get any help. Literal trashbin app.",1,2024-06-29 12:27:10,82
"WORST. CUSTOMER. SERVICE. EVER. Bought food with a friend, he paid me back thru the app and they charged me a transaction fee. Called to get a refund, was told it is payment for goods and services, so fee will stay. I let the rep know they lost a customer over $1, hoped they are happy and hung up the phone. I have used PayPal for 12+ years without issue until now. Will never be using their services again. Too many other apps available to use that don't charge fees for exchanging/repaying money.",1,2024-06-29 10:26:33,93
"Update 6/28: the app still hasn't been fixed so it pretty much useless. The app is so buggy all of the sudden it's literally impossible to make a payment, you get stuck in a loop of a message saying your account is up to date to then you click okay and it just sends you back to the same message.",1,2024-06-29 05:28:21,60
"Paypal genuinely sucks. They will make you go through 50 different verifications just to log in everytime and still wont let you add or send money because they ""cant verify its you"" or ""security reasons"", even asking you to send in a picture of your id, a blood sample, your soul, just to still be told they can't verify you. Stay far away from paypal and venmo, use cashapp or chime. Don't even get me started on their absolutely GARBAGE AI chat bot.",1,2024-06-28 19:24:17,83
Awful you keep getting asked to confirm it's you. Overload of requirement for code to be sent to your mobile logging in and out. Mobile App doesn't show the details that my online access does (ie messages...). Really hard work to use PayPal!!!,1,2024-06-28 15:15:46,43
"Demande beaucoup trop d'informations juste pour transférer de l'argent sur un compte bancaire. De plus, j'ai du passer par le site web car lors de la saisie du montant souhaité à transférer le nombre était bloqué sur 0.00, impossible de le modifier.",2,2024-06-28 14:27:02,42
"Use to only have positive things to say about PayPal I loved the app...was my last but of $ an my kids were hungry I ordered McDonald's on app, I went to pick it up an they told me my order had been cancelled my refund be back in 7-10 business days, I reported to PayPal that I didn't get what paid for n was told had to wait over a month B4 I'm eligible for buyers protection if McDonald's doesn't return my money.. They have not so very pissed off didn't get food or $ back to get food elsewhere",1,2024-06-28 11:32:47,101
"Update: June 28 2024 - i cant input the amount i want to transfer! It's just does not respond!!! ........... UPDATE JULY 6 2022: Today Paypal went normal again. Very good and user friendly. Quick response. Thanks. Previous: Today the app keep popping our red notice saying cannot complete requests right now. Multiple fingerprint check, cannot login. These 2 days...",1,2024-06-28 09:47:38,60
I'm trying to create a account and it says my email is already registered and I haven't made a account before. But besides that I did try the email code and that number is from France and I'm from Canada. No options to reset anything. Won't do business here. No way to contact them.,1,2024-06-28 05:57:23,54
"I don't know why, even after talking to an agent for three hours, he couldn't resolve my bank account registration problem. I then requested the agent to delete my account so I could create a new one and register my bank account, but it failed again. If there were an option for negative stars, I would give PayPal -9000.",1,2024-06-28 02:12:19,59
"Horrible experience as a user of this digital banking app. Permanently account limitations has been my worst issues that i've been encounter, i have done nothing wrong with it and much worse it can't be fixed so they decided to close my account permanently......",1,2024-06-28 01:26:44,44
I would rate them a 0 but it's not possible I have had the worst experience ever with them they have lied continuously all week over money that should have been refunded you get no help whatsoever from them or even the supervisors I have been with paypal Over 15 years and am canceling my account as soon as I am refunded I do not recommend using them,1,2024-06-28 01:11:38,68
"The app has changed and not for the better. Sending money now is a pain they will charge you for any transfer, and to stop that, they want all your banking information. As for customer service, don't bother you'll get a person from another country that will not help you at all they will only side with the seller, not you...If not for the 4 payment plan they provide through Ebay I wouldn't bother using this app... If there was a better alternative, Ebay used, I would use it...Very disappointed 👎",1,2024-06-27 22:54:33,91
My ex stole my email and used it to open a PayPal even after I told her not to use it and yet there's no way for me to contact anyone to inform them of said illegal activity. She even used my old phone number. This needs to be fixed.,1,2024-06-27 21:06:50,50
Cannot use the app at all I can log on to my account online with no problems the app has some issues it's been since January of this year 2024 I've not been able to use the app to login I have no problems whatsoever logging on line I have already contacted the online support and I am told to uninstall and reinstall that it has been over a year now I still have to get online just to check my balance this app just doesn't work anymore,1,2024-06-27 18:47:20,88
Frequently asks for you to choose to pay with either paypal or credit/debit. Which is no issue at all if it didn't ask for login information ALL the time despite already being logged IN. So what's the point of using this app with biometric scans already in use when I could just use my phones browser. Horrible design.,2,2024-06-27 10:41:27,58
Forcing you to install the app to view a fraudulent transaction (even if youre on a PC) and not on a PC is pretty damn stupid Paypal. No point in using an app for the couple of PP transactions per year - its only a browser wrapper anyways so that you can gain user data. Promptly deinstalled and will be using Paypal even less now....,1,2024-06-26 21:43:01,65
Offers buyers protection but does NOT protect at all. Seems to actually help scammers time and again. Advise to NOT trust Paypal with your money or protection. Edit; No thank you. I already contacted you and confirmed you do absolutely nothing to protect buyers.,1,2024-06-26 21:30:03,44
"Authentication is broken. No issues on web. After installing app first time it crashed everytime I confirmed my login details so I figured perhaps it cannot do 2FA. I ""resolved it"" by disabling 2FA. Current experience: 1. Open app, enter login, confirm 2. Get text message to confirm and remember this device 3. Enter code, login successfully 4. Close app 5. Open again, verify by fingerprint 6. Asks for code again 7. Repeat infinitely. Guys, fix the app and address the massive security risk...",1,2024-06-26 20:39:27,84
"Would love to be able to access my funds!! This security check that they suddenly added that asks for a phone number is not working properly and my phone number is already capable of receiving short code texts as it works with every other app and website just fine. They just keep telling me to call my phone carrier to have them turn them on. My phone number is a regular cell phone. My phone number has already been verified for years! Fix this!! After researching, this is a common occurrence.",1,2024-06-26 10:24:05,91
I'm hating PayPal no matter what I changed or think they always mess my account up phone number change oh no can't change it because I have to delete my entire account and redo it all over again if I get a refund my card is blocked it's ridiculous it's to much hassle with this and it's not even a bank 9 different cards 5 different accounts different passwords and it's all because of them I'm done with PayPal SMH,1,2024-06-26 08:45:43,80
I don't know what happened to this company but they let scammers scam me lost my account and to think I actually trusted them. Pay pal is not PayPal anymore they are not for heating the truth and useing got friends snf family. Nope they make you jump thru hoops that don't even make sense thry call you a seller when you don't sell anything and thry belive scammers. I use ebay and havnt sold in awhile but I have a perfect 5 stars not a single negative mark 5.0 all the way but yet I get screwed fu,1,2024-06-26 08:44:01,99
Even though I have a perfect payin4 history the app often decides to deny payin4 for no reason I can see. I've had to delete account and start again once before for it to work again but its started happening again when really need it and paypal help really are .. no help. Its like they refuse to try understand the issue. I've proven its a glitch but paypal not interested in trying to help at all. So frustrating I won't even bother trying to fix again. I'll just have to stop using paypal,2,2024-06-26 08:33:08,94
"It's really a worst app it nt taking sign in or log in in sign in I can't create a password I had tried more thn 10times th also it's nt opening in log in it's shows ur email ID is wrong how it could be haa other app will in same email id but in this app it doesn't guy's pls dnt download this app u will just waste ur internet, time thats it waste of time",1,2024-06-26 03:30:25,78
"This app is not a good app. Can you imagine them restricting me from using my own account and also restricting me for transferring money for 180 days, but I can receive money. And the last of it they don't want to remove any of my legible information. Can you imagine. Save yourself the trouble and don't install.",1,2024-06-26 02:42:16,58
I finally decided to use PayPal I needed it to purchase a Bowflex upgrade from a vendor. That upgrade never arrived ended up in Utah and the vendor will not respond. I asked PayPal to assist with a refund and it's way of assisting was to disable my account. Don't bother with this app definitely did not provide me with any type of consumer protection.,1,2024-06-26 00:43:21,65
Stupid. Send money to it and gotta wait 21 days for it to be released. Then whenever I try to send money or log in it keeps saying no internet even though I AM connected. Honestly it's a whole mess. Say goodbye to your money.,1,2024-06-26 00:09:39,45
"Very disappointed in the app, all of a sudden I don't receive my verification code on my cellphone number whenever I try to log in and the problem is with PayPal and not with network provider because I called my network provider and they said everything is fine on their side. In addition, it's almost impossible to reach PayPal customer support if you are not logged in, especially if you live in any country besides the USA. I'm truly disappointed 😞",1,2024-06-25 22:40:49,81
"Suddenly i got my money on holds for 21 Days?! And there's no detail what happen?! I never scammed people, I'll give you the details if you want. If inactive, i have my reason, that i only use paypal for overseas transaction, and usually and mainly, my customer is from local, which i don't need use paypal. So i rarely use paypal for transaction.",1,2024-06-25 20:39:56,64
"When I downloaded the app and tried to sign up ,gave my details a,nd while putting in my contact number for the OTP pin it kept on saying ""sorry we can't send the code right now please try again later"" . I deleted the app, downloaded it again , same thing. It's been 3 days. Really frustrating.",1,2024-06-25 16:56:51,57
"We're parmenatly limiting your account You can no longer use PayPal Why can't I used it again, what is my offense I want to know please Because I really need this app So why can't I used it again? Please I want to know the reason why I will be parmenatly limited for using both for sales, transfer and receiving money So so frustrated right now because I need it for an important transaction, which with out it I will not be able to do the transaction Please I need an option to deal with ths",1,2024-06-25 16:16:46,96
"I tried linking my bank account to PayPal, but they permanently restricted my account instead. It's been incredibly frustrating. I've reached out to customer service multiple times, but haven't heard back from them yet. Dealing with PayPal has been the worst financial service experience of my life. I'm really disappointed and stressed out by how they've handled this situation.",1,2024-06-25 15:36:46,59
"I have been with PayPal for several years now and never have I been so embarrassed. Put funds on the debit card for vacation. Was able to make coffee purchases in three states, but when I went to check into my hotel, PayPal declined, siting suspicious activity. Yet, allowed me to withdraw $400 from ATM IN THE SAME HOTEL. Banks normally release the funds once you prove your identity. Not PayPal. They claim they can't. Total bs",1,2024-06-25 14:48:54,77
"Correction, they are holding my money for 21 days when I seriously need it. It is absolutely BS that my own family sent me money and I can't access it for 21 days. Depriving people of their money. Stick with cash app yall When someone receives money,they can hold it from you up to 7-10 days. If someone needs that money right away, holding it will only further dampen the situation that they are in. Would not recommend PayPal at all. Cash app has no problem getting my money actually to me so...",1,2024-06-25 11:43:06,93
"I have been trying to access my money in my account for 2 months now. I'm told to expect an email and haven't gotten one, if I don't have access to my money in the next 48 hours a lawsuit will be filed.",1,2024-06-25 08:46:41,43
"My account got limited when I was on a trip to another state without me knowing, and I lost all of my money. I would not recommend this to anyone. Go with cashapp. I regret being with this greedy company. I might press charges.",1,2024-06-25 07:56:44,44
"I can't log in because I changed phone numbers and email addresses. When I click ""add new number"" when trying to verify my identity, I put my phone number in, and it says ""this type of phone number is not supported"". I'm using an actual carrier phone number. I have money I can't access.",1,2024-06-25 07:53:41,54
"Do you guys test you app? It's not possible to skip 2 factor authentication on the device used for 2 factor. In the chrome app it works, like seriously. Also when trying to add a passkey you're stuck in an endless loop. I used to like PayPal but you ruined this app",1,2024-06-25 06:45:54,52
My account is frozen to the extent I cannot put or take money off in anyway! Customer service has no solution! They are holding my funds hostage! They admitted they could do nothing! I made a number of claims of fraud against me items I paid but didn't recieve. Now I'm frozen with no answers nothing. I asked for a e mail of our recorded conversation on phone they said ok. Then they hung up on me! No e mail and screwed!,1,2024-06-25 06:39:04,82
Do Not Recommend using paypal. They closed my account and said they are not offering me service saying I have suspicious activity. Yet I have not even used the account. And you can't get through to customer support. I'm very disappointed in this company. And DO NOT RECOMMEND THEM AT ALL.,1,2024-06-25 06:08:49,51
"Paypal has a bad security practice of automatically disabling login if you've logged on via the same device multiple times. You cannot disable this. Paypal will always do this after a couple of logins even if you ""disable"" the auto login option. The community has complained about this for years and Paypal ignores the requests for better security.",2,2024-06-25 01:23:05,58
"Cash app has always been infinitely better than this app, I've been experiencing issues with this platform for years with different issues. Whether it being disabling me despite uploading all my legal documents to their site, now it won't even allow me to sign up because it doesn't even recognize my address. Garbage freaking app. Will just stick with cashapp, I only tried using it because some apps still only use Paypal but left to me I'd use Cashapp if they used Cashapp as a payment option.",1,2024-06-25 00:16:51,87
"Used to be THE Best, Til Permenanly Limited Forever, Won't say Why, Mostly Used For Ebay, Ali Express, Many Thing, Nothing Deceptive or Crooked, All Honest As Are Thousand Permenantly Limited For No Reason, Google, ""Paypal Permenantly Limuted My Account"" on Youtube, People Even Find Ways To ""Workaround"", I Refuse, If They Don't want My Business, I Will Permenantly Not Use Them. Don't Like Idiots. May be My Political Party. They Just Won't Say, I Spend Too Much?, Who the Frik Knows? Timewill tell",1,2024-06-24 22:57:39,84
"Absolutely bad service, I used them for years and was trusting them. No longer! They ""limited"" my account and froze my assets for no reason. Their support is under any clarification. Cannot restore my access for over a week. Repeating and repeating ""their processes"", copy pasting replies. Absolutely untrustworthy. I am getting out of PayPal as soon as I manage to get my money, if ever happen.",1,2024-06-24 21:58:43,67
Sent money to someone even check email to verify an neither one recived the money an to beat it all I was right beside the person I sent it to paypal said nothing wrong will not do anything about it when I disputed it they was done investigating it in 60 seconds that was all my money that I work hard for,1,2024-06-24 20:48:50,62
"One of the worst apps I've used, I put my correct password in multiple times just for it to say I've tried to many times and have to wait. Even after I got loged in I tried to use my phone number so they can send me a code and that doesn't even work, I even used a family's member number just in case something was wrong with mine but nope still doesn't work",1,2024-06-24 13:08:09,74
"I've been trying for months to remove an old phone number, and they will not let me. I added my new phone number, and they still won't let me remove the old one even after I've done everything they told me. Paypal has been giving me issues every time, and I'm getting to that place where I'm going to delete it",2,2024-06-24 03:38:49,61
"This app, is pure garbage firstly I link a card to my PayPal just for sending money to friends and family or spending online then one day it gets ""limited"" for whatever reason so I didn't think much of it until I literally can't use the app because of it. They won't allow me to close my account or remove my data nor access my funds inside my account. Yet they want further proof by sending ID so they can blackmail you into sending more personal data then not let you remove any of it.",1,2024-06-24 02:52:34,95
Never seen sucha garbage app still now. Can't login/reset password. Asking phone number when I try to reset password. When I enter mobile number it doesn't accept my number. Then how can I reset password. Contact team also has stupids. My query is different and their answer are stupidity. At last I can't do anything. Because of this I issue i lost my money. Utter waste. Please don't use this app. Will lost ur money. I don't even want to give them 1 star. Should be minus zero.,1,2024-06-24 01:51:34,88
My original rate was great. That was until PayPal decided there was a so called issue. Id answered all the questions and for a time was impressed and always money in my bank. Now try as I might couldn't get any response or answers. My new rating is just one star. And I'm not alone with utter despair with them. I'm clueless what the so called issue is. You really need to get your act together PayPal,1,2024-06-23 20:24:28,77
They are a sorry excuse for a company if their ever was. I've been trying to get my money off there for three days now. Because I don't have my old number it wont let me. Says no internet connection or after a couple of times tried to many times. I wouldn't recommend yall or piss on u if u was on fire. All my information is right too. That's just robbery. Straight garbage. Worst company I ever dealt with. I would have rated yall a 0 but you have to put something. And I got 1 for you.,1,2024-06-23 20:24:04,99
I just got scammed by paypal! They charged me almost 2 dollars to confirm bank activity then limit my account and they didnt return my money! If you don't want me to use your app then fine! Why do you have to scam me!,1,2024-06-23 17:05:27,44
"Usability is at the level of 10 years ago. The app does not handle PayPal payment links so you have to login separately through the mobile browser. The login is unnecessarily complicated using the ""your safety"" excuse. No maestro support. Adding a Belgian bank gives you email with a bank account which is completely Wrong",2,2024-06-23 17:04:58,55
"Paypal has access to your bank account. But lord forbid you try and move money from the account it's connected to, to the Paypal card. to use tap to pay. It takes 9 days ... Are y'all stupid my vacation will be over. Everyone rate 1 star as well",1,2024-06-23 00:43:36,49
I've had PayPal for a while but now when I try to regain my password by using my email I can log my email in and then when it comes to recover my password I put in the email and it says error every time I can't need to get access to the PayPal app. Please someone help me it wont even work online!,1,2024-06-22 20:16:08,64
"saya melakukan penarikan saldo paypal beberapa hari yang lalu, di riwayatnya statusnya udah berhasil, tetapi belum masuk, dan ini yang ke dua kalinya, pertama kali tidak masuk juga di bank saya dam suruh menungu 30 hari, sekarang sudah 6 bulan tidak ada masuk. Aplikasi ini tidak akan berkembang",1,2024-06-22 19:00:33,48
"DONT DOWNLOAD‼️ Tbh, I did so much research on this app, I don't know where to begin. PayPal has bought Venmo, and they both are horrible! They have too much access to YOUR phone(internal) access. GO 👀 for yourself! They are known to say ""suspicious activity"" and cut the user from their funds for up to 180 days! 👀 at their newest(recent)reviews, and PLEASE DO UR OWN RESEARCH ON THIS APP‼️ JUST TOO SHADY FOR ME AND MY MONEY To the creator and CEO, SHAME ON YOU FOR NOT HELPING UR USERS & THEIR $",1,2024-06-22 14:27:56,95
"Had a friend send me 35$ to have a great weekend. The money received that she sent is ""pending review"" so now her money is gone and I just relied on a 🗑️ app for a money transfer. Beware and use more reliable platforms because I'll be starving this weekend thanks to PayPal.",1,2024-06-22 13:45:24,53
"For reference in the original poor review, I had already reported the issue with no assistance. The recommendation to call the people who didn't help me the first time is not useful. Still broken. BOO! The app's connection to paypal credit has been broken for over a month. I have reported it several times with no result. Extremely disappointing. This will stay a 1 (it would be zero if I could) until it is fixed. BOOOO! I've already.reported the issue multiple ways and have gotten No Assistance!",1,2024-06-22 12:37:24,87
"I already have my card added but can only use it to transfer a balance to my bank account instantly with a fee. When I select 1-3 business days with no fee, I'm prompted to link a bank account, but my (large, domestic) bank is not in the list. When I try to contact support I'm greeted by a soulless ai that hallucinates and throws me in circles.",1,2024-06-22 10:27:40,68
The App sucks big time permanently limiting someone because of a random silly mistake that ain't as a result of the account owner is messed up be worned even accessing account fund no chance Honestly exploring other options is way better,1,2024-06-22 05:30:58,41
If I could I'd give NO stars for this app. I installed it on 6/20/24 for the first time. I was trying to send money to my friend but found out later that her Facebook/Messenger account had been hacked. I tried to get my money back and PayPal said based on my history that it was a legitimate transaction and my money will not be refunded. How can I have a history installing an app for the first time?!? It is uninstalled and I'll never use it again!,1,2024-06-22 04:55:03,88
Stop using paypal guys. I recently transacted with someone who received the products he bought from me but still filed a case. I provided more evidence that it was delivered in good faith but they still refunded the money in the buyer's favor. Very disappointing,1,2024-06-22 02:33:29,45
"Their maltreatment for customers is too much. I only asked for a change of my first name (Moses to Adeoye). They maltreated me and terminated my account and withheld fund for 180days of no access. The two names in question are part of my full name and I have ID card to back it up. In Nigeria, Voter's ID, NIM slip ID are the most recognisable Government ID to verify/certify someone's personality in which I submitted to them. Is it a crime to ask for a change of name. What's my great offence???",1,2024-06-22 00:23:45,93
"I cant make any payments through the app. Whenever I try to log into my PayPal Credit, it gets blocked by a window saying ""You're Information has been saved"" this is causing my app to also fail to send me notifications or reminders of when payments are due.",1,2024-06-21 22:29:07,48
